XIV_index_50,0.0005693122106654433
I_index_50,0.0010206807265849096
I_10,0.001690857990865369
XIV_index_500,0.001810339712454427
X_index_50,0.0018772734022644273
I_index_1000,0.0019883732422800895
I_50,0.0021580688544664338
VI_index_50,0.0023253816919224235
VI_50,0.0027837557366058186
VI_10,0.0029767608545302917
XI_index_10000,0.002979709151778576
I_100,0.003495131904836958
XIV_index_1000,0.0036604938064036465
XII_index_1000,0.0037495370674017897
XII_10,0.003761268273937264
X_50,0.003774586882976871
XIV_10,0.004077078892819655
II_index_1000,0.004119624096146298
IX_10,0.004120616435341343
VI_100,0.0041962808706922225
IV_index_50,0.0043169099253694155
I_index_500,0.004325374568266941
X_10,0.0045269232043507746
II_index_50,0.00481822551075853
XI_10,0.004874141087618017
IV_10,0.004940559743470013
XII_index_50,0.005060269585311854
XI_index_50,0.0051790208067251115
XIII_index_50,0.0051832861283893925
IX_index_50,0.005469981416237938
V_index_50,0.00548090193347763
VII_index_1000,0.005675727758310434
III_index_50,0.005901330195583128
IV_index_5000,0.005949746385107212
X_100,0.006044393633100069
IX_index_5000,0.006086699670547521
VII_index_500,0.0060898614529104915
VIII_index_50,0.0061348480650356176
V_10,0.006190415632247963
XIII_10,0.006253377592139225
XII_index_500,0.006339084927431431
VIII_10,0.006352319160347572
II_10,0.006376313583842042
XI_50,0.0066387286820819005
IV_index_500,0.006879264208918567
IV_50,0.006901147433442545
II_index_500,0.006985085235940287
III_10,0.0070595203352902935
VI_index_500,0.00730629700583503
II_50,0.007405649905288296
XIV_50,0.007593115568833748
I_250,0.007725689511381359
X_index_1000,0.00783996692758629
III_50,0.007869525480121022
IV_100,0.008048706468657896
III_index_1000,0.008103865945663409
IX_50,0.008187708190486755
VI_250,0.00820035775789566
V_index_500,0.008227029780371797
V_index_1000,0.008346854560995197
V_50,0.008717038385056775
IV_index_1000,0.008813968682301682
XII_50,0.009114369065980782
VII_10,0.009334357537370863
building_use,0.009924298931610426
N_50,0.009984145474149646
VIII_index_1000,0.010019041444946124
VIII_50,0.010102617405152696
XI_index_5000,0.010162159404557497
VIII_index_500,0.010199694570648189
VI_index_1000,0.0102501323249839
XI_100,0.01032710368795129
III_index_500,0.010370121246898832
II_100,0.01062548355567996
III_100,0.01070013311783833
IX_100,0.011340838365625792
IX_index_500,0.011803250366874338
XIV_100,0.011885330593508957
X_index_500,0.011986335046410303
VII_index_50,0.012066580217273125
XIII_50,0.012398623525556719
V_100,0.012426780967590425
I_500,0.013297302548931803
IX_index_1000,0.013450291910536854
IV_250,0.01421555693428768
X_250,0.014849943597637034
VI_500,0.015671924469205133
XII_100,0.016321569427423716
VIII_100,0.01647877937806241
XIII_100,0.01705489433195143
VII_50,0.017108774573452258
II_250,0.017548154456409396
XI_index_1000,0.018411471567975173
XIII_index_10000,0.01848458877740891
building_material,0.018541748277147094
N_10000,0.01857649321757286
N_500,0.01866122920981854
XI_250,0.019442138816785335
III_250,0.019612568868180615
XI_index_500,0.01973042465288754
N_1000,0.020043313820658472
IV_500,0.02018039719771147
XIII_index_500,0.02049451154963075
IX_250,0.02078275517301018
building_type,0.021144234538066062
XIII_index_5000,0.021940865940982112
XIII_index_1000,0.02234466277239283
parking_way,0.022732959923797813
I_1000,0.02278754757540796
N_5000,0.022935524479480475
total_floor,0.023378510258810232
V_250,0.02371496321501615
XIV_250,0.024697732443641658
VII_100,0.025426044714260514
X_500,0.025856722043306957
II_500,0.02672075915717253
XIII_250,0.027501158071871205
VI_1000,0.027534050357070988
XI_500,0.028067578011893794
IV_1000,0.03022941889691922
VIII_250,0.031052860365915903
XII_250,0.031653674026332214
III_500,0.0332715462052833
IX_500,0.0349742888965472
XIII_500,0.03707808484899391
V_500,0.03784854065681352
XI_1000,0.04019947216385708
land_area,0.0416508870815193
VII_250,0.04211673299103216
X_1000,0.043217515872035595
II_1000,0.04687365519819214
XIII_1000,0.04725220278539838
XIV_500,0.05024634262250538
VIII_500,0.05566987162569799
lat,0.05808481752903985
XII_500,0.058610156506348536
IX_1000,0.06083880216763902
VI_5000,0.06109782414331651
V_1000,0.0631124378645598
III_1000,0.06610243569054598
VII_500,0.06929751764906501
building_area,0.07307438159146351
IV_5000,0.07948022774204498
city,0.08130150047975228
jobschool_rate,0.08130254465210156
bachelor_rate,0.08130254465210157
master_rate,0.08130254465210157
junior_rate,0.08130254465210157
elementary_rate,0.08130254465210157
born_rate,0.08130254465210157
marriage_rate,0.08130254465210157
doc_rate,0.08130254465210157
divorce_rate,0.08130254465210157
death_rate,0.08130254465210159
highschool_rate,0.08130254465210159
lon,0.08354301553929151
town,0.08955576103546926
building_complete_dt,0.09017150792999734
town_population_density,0.09199010127135208
town_population,0.09230302046542485
town_area,0.09230302046542485
VI_10000,0.09462482564775775
XIV_1000,0.10377489471081641
I_5000,0.10404231588623836
IV_10000,0.10533652423232401
VIII_1000,0.10661038604177783
VII_1000,0.12374785235139812
XII_1000,0.1301013965323609
village_income_median,0.13110100719103474
XIII_5000,0.1393465043150759
txn_dt,0.1474380737906835
I_10000,0.16771652553417107
X_5000,0.18424282288299865
XI_5000,0.18676265413864154
XIII_10000,0.20374740698645824
village,0.2118226094387531
II_5000,0.21218270453815294
IX_5000,0.23502993888709536
V_5000,0.2423914624778186
X_10000,0.263503913715877
III_5000,0.28256351382331724
XI_10000,0.28565754366865365
II_10000,0.30497079162661034
IX_10000,0.30519231578896183
V_10000,0.31562585003803567
VIII_5000,0.3570935987506332
III_10000,0.3586267418491489
VII_5000,0.37352701644997527
XIV_5000,0.37565662171812386
